Image Name,Average left palm R,Average left palm G,Average left palm B,Blood Sample ID
1709809369491.jpg,63.03699493,83.24127769,88.85978508,2024030775
1709809527125.jpg,90.99588108,88.23271275,116.796504,2024030774
1709809748116.jpg,51.61622524,79.07496738,73.15419102,2024030776
1709809893620.jpg,78.47532749,109.0982513,98.88033485,2024030777
1709810474387.jpg,64.22407818,96.1793232,111.4584532,2024030778
1709810477410.jpg,70.10446548,122.703434,122.4434004,2024030779
1709810564770.jpg,46.73448753,87.12188244,64.2464304,2024030780
1709873196582.jpg,95.80522633,116.609561,106.5803041,202403081
1709873458056.jpg,59.45626831,72.21503735,72.4752636,202403082
1709873846635.jpg,46.71088314,76.98126316,79.15015888,202403083
1709874212369.jpg,53.92631245,87.61356449,77.84775543,202403085
1709874358109.jpg,77.59626389,87.72281837,92.60163498,202403084
1709874583987.jpg,48.70580196,67.54728222,76.71141052,
1709874768658.jpg,59.29747963,80.20643806,87.60077381,202403087
1709875067570.jpg,94.71017647,145.7828121,154.8927059,202403088
1709875417267.jpg,68.05011272,96.15855503,92.66137218,
1709875451421.jpg,59.50889301,73.94334126,62.90693188,
1709875760020.jpg,59.04189301,72.09375477,89.09217072,
1709875913701.jpg,111.959012,108.1078138,112.7728987,2024030812
1709876230100.jpg,46.87261868,75.53846073,70.994771,2024030813
1709876438150.jpg,75.8477087,104.5334206,93.58127499,2024030814
1709876794739.jpg,63.64382553,82.97651768,82.50383282,
1709876950460.jpg,62.83758068,82.60492897,76.76529408,2024030816
1709877089067.jpg,51.34890461,69.14997387,72.23493004,2024030817
1709877292597.jpg,91.17155552,122.0191145,129.368432,2024030818
1709877439923.jpg,60.13960457,80.49568367,73.46422863,2024030819
1709877974553.jpg,58.0176897,76.65153122,84.26984215,2024030820
1709878540950.jpg,70.99207973,81.58151245,85.77138901,
1709878647913.jpg,71.78697586,83.5505209,89.28844547,2024030823
1709879257517.jpg,48.8764019,70.1653347,75.42838478,2024030825
1709879276017.jpg,62.08138847,87.56666946,82.89943981,2024030826
1709879510271.jpg,75.82279301,99.84982395,108.4056368,2024030827
1709879808230.jpg,66.49540424,114.0929499,117.71702,
1709879894611.jpg,60.7687912,74.83676815,82.17181396,2024030829
1709880133275.jpg,64.68979645,72.81381416,66.08557224,2024030830
1709880323895.jpg,70.39729118,87.0278616,96.34569645,2024030831
1709880689170.jpg,74.25186443,100.0634508,110.0182714,2024030832
1709880865340.jpg,66.71203995,86.3229866,89.90341473,2024030833
1709880971499.jpg,89.21329308,103.4842358,111.1703062,2024030834
1709881338069.jpg,97.06218815,115.6776447,111.3733339,
1709881499283.jpg,57.34457588,83.03581142,89.1644516,2024030836
1709881690891.jpg,67.10346413,81.61724472,83.99638176,2024030837
1709882056073.jpg,68.31137085,102.5037155,117.5608425,2024030838
1709882356038.jpg,56.62226009,65.80896282,71.379282,2024030839
1709882594150.jpg,60.3483572,79.60926819,79.44701576,2024030840
1709882965071.jpg,71.13497543,76.21241665,68.57614517,2024030842
1709883297892.jpg,75.92612362,101.2602606,95.72006989,2024030844
1709883370289.jpg,45.63032913,70.88456535,76.8025322,2024030845
1709883597638.jpg,47.30549622,71.54342747,77.32294655,2024030843
1709883845579.jpg,56.15777397,86.79913712,82.49319267,2024030846
1709884068516.jpg,68.45739174,82.97301292,81.19081402,2024030847
1709884321143.jpg,62.41680622,88.04883385,100.6493759,2024030848
1709885005781.jpg,69.87943935,100.4703283,97.40604019,2024030849
1709885039985.jpg,67.08185482,73.56635666,77.85112953,2024030851
1709885555056.jpg,69.65849113,78.911726,92.08576107,2024030852
1709885596247.jpg,47.884552,66.82767677,76.74905586,2024030850
1709885763789.jpg,64.72568417,87.18559742,93.98536968,2024030853
1709885836384.jpg,61.27695274,88.49672222,90.41056156,2024030854
1709886193066.jpg,82.2214632,101.9003277,99.81817818,
1709886529137.jpg,58.53479576,80.87800312,85.60926533,2024030857
1709886590350.jpg,53.05677414,77.07836056,74.14612579,2024030856
1709886794732.jpg,74.7067709,100.9297247,90.31074142,
1709887169295.jpg,65.88121128,103.6839247,99.09659672,2024030859
1709887428751.jpg,87.78160858,97.62469101,108.1425638,2024030860
1709887836179.jpg,58.53611469,81.39834404,82.39393044,2024030861
1709891773372.jpg,71.08013344,76.93471909,74.39827347,2024030862
1709891886489.jpg,69.9863081,77.51690292,84.71121025,2024030863
1709892367249.jpg,52.11153316,76.25033379,82.00127411,
1709892669117.jpg,66.61891174,93.1695261,98.36369801,2024030865
1709893887186.jpg,73.25848961,87.1981039,94.59953213,2024030866
1709894199900.jpg,58.2549572,75.43557072,77.77003765,2024030867
1709894684845.jpg,64.50321388,94.46530533,101.116292,2024030868
1709894910404.jpg,63.17653179,89.58633137,80.36998844,2024030869
1709895553976.jpg,71.53894806,84.27798748,86.00150013,2024030871
1709895682456.jpg,52.08152294,70.49648285,75.04301739,2024030872
1709964117797.jpg,72.66017532,84.67475414,78.48445702,202403091
1709964354070.jpg,63.83494854,91.50488758,106.4179735,202403092
1709964797578.jpg,58.04981613,85.65359974,100.7689285,202403093
1709964875263.jpg,72.90814018,84.09825802,83.5778141,202403094
1709965167362.jpg,82.57385731,116.5985909,114.3987646,202403095
1709965452896.jpg,45.79160404,62.58389187,72.71618843,
1709965681769.jpg,44.1515398,63.81405163,88.77155113,
