Image Name,Average right palm R,Average right palm G,Average right palm B,Blood Sample ID
1709879549880.jpg,77.1121273,102.1537151,114.8072662,2024030827
1709879862957.jpg,56.52113628,110.5879059,117.5377703,
1709879918525.jpg,49.05939293,68.58119011,80.80925941,2024030829
1709880171992.jpg,81.06445408,105.2739935,88.95974827,2024030830
1709880357800.jpg,72.59964275,95.97048473,97.01086426,2024030831
1709880726737.jpg,65.48703003,99.78436756,108.3260965,2024030832
1709880918089.jpg,65.44021988,76.60302353,78.94613552,2024030833
1709880974367.jpg,72.60609245,91.22031689,103.5557032,2024030834
1709881385922.jpg,89.39051628,97.76296616,104.0865002,
1709881681546.jpg,83.18470287,115.8742304,106.7863293,2024030836
1709881751603.jpg,84.04558659,103.9486828,116.0172729,2024030837
1709882094478.jpg,69.56858921,69.81279182,95.72744751,2024030838
1709882432599.jpg,59.78623295,63.6178875,64.29662991,2024030839
1709882639447.jpg,52.52247334,58.09201241,60.17294025,2024030840
1709882968360.jpg,45.51895809,52.13523388,44.38663006,2024030842
1709883379184.jpg,83.70380306,107.9279261,108.6825371,2024030844
1709883404524.jpg,62.94196987,89.04271412,91.25837708,2024030845
1709883632538.jpg,59.93318081,94.08755684,79.00943375,2024030843
1709883904971.jpg,31.1441679,65.33575821,71.80108738,2024030846
1709884096296.jpg,77.17810535,107.9605885,108.9441833,2024030847
1709884328395.jpg,95.31598282,104.1431379,113.242794,2024030848
1709885014200.jpg,59.22924519,91.5531702,91.63628197,2024030849
1709885066705.jpg,87.61628246,82.35504341,96.96606159,2024030851
1709885557884.jpg,50.67149067,68.34838581,82.0155077,2024030852
1709885623082.jpg,57.25166035,66.89634228,67.5684166,2024030850
1709885772523.jpg,76.49494267,88.92892742,101.4458027,2024030853
1709885886076.jpg,66.53004932,84.01221657,93.6496172,2024030854
1709886198796.jpg,61.7751255,79.37859631,92.47250462,
1709886549208.jpg,65.87175369,85.9180069,84.8048315,2024030857
1709886672209.jpg,43.76049614,67.84769535,82.75926876,2024030856
1709886800184.jpg,72.54810047,89.32417202,82.34637928,
1709887174938.jpg,63.62479782,111.4126253,128.9231243,2024030859
1709887459998.jpg,83.54734802,91.25587654,102.2680874,2024030860
1709887868483.jpg,63.33840275,87.43803215,83.91671944,2024030861
1709891826389.jpg,75.33909512,90.02022266,91.8909111,2024030862
1709891909950.jpg,63.76191425,79.33646488,83.92721939,2024030863
1709892377439.jpg,61.68436432,83.2956028,86.42544556,
1709892676407.jpg,88.77898979,125.5079679,121.0802746,2024030865
1709893941324.jpg,77.06759739,93.18977261,96.33203793,2024030866
1709894203856.jpg,68.75582314,85.91743851,76.40415382,2024030867
1709894705406.jpg,60.23337078,95.91023254,96.9640131,2024030868
1709894948576.jpg,57.91308308,77.55067158,76.69574642,2024030869
1709895643187.jpg,82.17925262,71.52943611,73.50603867,2024030871
1709895718040.jpg,65.93302345,74.46155834,75.56553459,2024030872
1709964177591.jpg,75.90482426,95.86523628,88.74565029,202403091
1709964403926.jpg,71.48810482,90.26467228,99.68226719,202403092
1709964816191.jpg,51.39778805,75.63955402,86.78391743,202403093
1709964903622.jpg,68.28348637,88.16975212,87.11677837,202403094
1709965213200.jpg,55.79307556,80.94102859,84.04664612,202403095
1709965485498.jpg,46.41208172,69.16859722,73.60498047,
1709965814791.jpg,57.96672344,74.4436388,89.6190176,
1709966168225.jpg,66.69392586,98.95636654,113.7891951,202403098
1709966213743.jpg,77.30308056,76.62619591,92.17201614,202403099
1709966615084.jpg,71.23167515,110.791666,95.90655136,2024030910
1709966933018.jpg,59.74124908,85.85250187,100.1982222,
1709967181530.jpg,70.96200562,115.8271933,117.8718348,2024030912
1709967528033.jpg,44.44880104,75.35700703,85.16492653,
1709967679877.jpg,70.63037682,94.33667469,95.63758183,2024030914
1709968033075.jpg,59.83093357,97.33824253,100.2164593,2024030915
1709968197444.jpg,75.10911942,105.3433981,100.5109186,2024030916
1709968545949.jpg,61.87541771,112.948431,122.4607267,2024030917
1709968857911.jpg,86.63696289,100.8882055,101.722518,2024030918
1709969217859.jpg,62.5486002,116.5453644,120.9928808,
1709969521867.jpg,53.41187763,82.61760998,79.75580597,2024030920
1709969760820.jpg,60.49976349,102.8342628,111.5848904,
1709970141701.jpg,46.83134651,84.75050163,89.69661999,2024030922
1709970265542.jpg,57.74458694,108.7435684,115.6720047,2024030923
1709970761210.jpg,54.13732433,79.56896687,70.43284321,2024030924
1709970849205.jpg,41.61485767,84.45085621,90.19794369,2024030925
1709971330522.jpg,68.84015846,89.99747849,98.87706566,2024030926
1709971374613.jpg,53.42128754,80.029603,86.14478016,2024030927
1709971919653.jpg,64.8494978,93.42098045,85.41221619,2024030928
1709971974267.jpg,50.90077209,101.4602766,107.4691734,2024030929
1709972563421.jpg,36.46394634,71.5478363,78.49295044,2024030930
1709972621301.jpg,64.31039906,83.27495956,78.61061954,2024030931
1709973183953.jpg,34.45068359,84.47595024,89.69964981,2024030932
1709973186250.jpg,51.69462585,75.91666985,79.73522377,
1709973425796.jpg,48.82490158,65.03630257,69.67556572,2024030935
1709973765366.jpg,63.6757431,87.73493195,100.342947,
1709973768739.jpg,52.46138763,81.97073078,92.27828693,2024030936
1709974015151.jpg,50.24719524,87.63778496,80.85614777,2024030937
1709974131253.jpg,54.72314453,93.23044205,99.44523048,2024030938
1709974423684.jpg,55.72367954,80.55160046,77.83742523,2024030939
1709974846429.jpg,32.14118099,85.68642235,99.80605316,2024030940
1709975132082.jpg,62.18650723,82.74467564,85.61001015,2024030942
1709975337911.jpg,37.83015823,99.0605917,103.3921518,2024030943
1709975580641.jpg,55.77661419,82.6082325,87.99172974,
1709976006716.jpg,63.70945549,96.32272816,98.97600842,2024030945
1709976055011.jpg,44.7444067,112.6491127,118.6582842,2024030946
1709976151126.jpg,52.97346973,91.65879059,79.64366627,
1709976521947.jpg,62.09930038,92.93280315,102.9774637,2024030948
1709976889018.jpg,43.06613255,87.08315849,93.86055279,2024030949
1709977064167.jpg,55.27044392,92.92492008,86.86286736,2024030952
1709977216483.jpg,70.70007133,122.8273954,121.5319414,2024030953
1709980527774.jpg,42.2365694,71.59771442,82.52816772,2024030955
1709980627153.jpg,47.53118324,99.4449625,107.0606604,
1709980844952.jpg,51.30072021,74.32803822,77.74935627,2024030956
1709981087425.jpg,47.0083437,123.2892942,122.5109625,2024030957
1709981111846.jpg,38.67248344,80.76084614,85.93493652,2024030958
1709981626980.jpg,76.1485014,111.3931799,120.6854362,
1709981807554.jpg,67.69424438,65.13393307,71.55908585,
1709982284957.jpg,75.60539627,132.7881413,127.9645243,
1709982344016.jpg,58.08011341,96.61226368,95.4813385,2024030961
1709983212908.jpg,65.98997593,97.40743637,89.45091534,2024030965
1709983248888.jpg,51.79028606,94.42677402,104.5590372,
1709983742006.jpg,59.69328594,76.9693861,76.44572639,2024030968
1709983781573.jpg,54.69357204,75.64865017,82.8557148,2024030966
1709983814200.jpg,75.64266014,100.2992048,106.9247494,2024030967
1709984219249.jpg,68.14723492,104.5340185,106.9907532,
1709984685708.jpg,64.54677391,62.23349667,83.58332062,2024030971
1709985046427.jpg,59.94773483,108.3018236,127.1904945,2024030972
1709985203003.jpg,45.94324589,64.18674946,63.56729031,2024030973
1709985497586.jpg,58.97716618,94.51218796,96.82447052,2024030975
1709985650232.jpg,58.38834476,68.19450855,82.76260757,2024030974
1709986244920.jpg,80.21944714,103.4150896,121.2246933,2024030976
1709986277241.jpg,67.1414156,93.48918438,93.05099392,2024030977
1709986690017.jpg,68.42134476,100.8771343,97.48387241,2024030978
1710047436863.jpg,31.94742298,74.36808395,77.46714306,
1710047709408.jpg,68.85936451,86.56343174,69.23352337,
1710048240237.jpg,60.77099323,90.58179188,88.77889538,
1710048567360.jpg,66.50218678,65.16577625,63.17794037,202403103
1710048767428.jpg,59.56167316,75.1546917,69.89559269,202403105
1710049079826.jpg,82.52776814,87.73069191,82.84349728,
1710049424039.jpg,79.32221222,81.18627357,72.40109921,202403107
1710049674572.jpg,55.84325027,64.38290882,61.84852695,
1710049802479.jpg,73.18917847,90.14780998,79.30080128,202403109
1710050089692.jpg,50.30821323,71.7061367,72.28774452,2024031010
1710050255500.jpg,85.19347191,89.00507832,81.21075916,2024031011
1710050641569.jpg,51.94109821,88.3351717,75.90248585,2024031012
1710050871213.jpg,50.8540144,74.06861305,69.64176655,
1710051021225.jpg,58.43327332,88.15520382,83.44335365,2024031014
1710051328039.jpg,54.17319679,75.11209297,74.78109932,
1710051397686.jpg,57.44703865,85.18389416,73.34878063,2024031016
1710051895362.jpg,105.274663,93.34725571,75.87980461,2024031017
1710052087544.jpg,65.47476768,76.95800304,73.28613472,2024031018
1710052442076.jpg,67.52090073,88.46250439,68.81687832,2024031020
1710052447793.jpg,48.68015957,74.07677937,68.56467724,2024031019
1710053199594.jpg,70.61109161,99.15274334,78.97776222,
1710053346881.jpg,97.73509121,97.54409027,86.01505375,
1710053709046.jpg,55.11923122,61.20060253,69.23376942,2024031023
1710053962218.jpg,90.77883434,101.1299887,85.54708672,2024031024
1710054555014.jpg,72.88933754,68.44164181,64.46654129,
1710054850319.jpg,64.22683334,87.52464199,74.52831078,
1710055353333.jpg,68.16073322,111.3606663,102.942832,2024031030
1710055425737.jpg,86.23323536,102.8725367,87.89124203,2024031029
1710055959015.jpg,76.75327587,89.22674084,76.34179497,2024031032
1710056067525.jpg,57.70159817,66.24855995,75.6164732,2024031031
1710056510485.jpg,72.55996513,83.68191433,76.73333168,2024031033
1710056647957.jpg,65.01566029,81.13540173,83.24747562,2024031034
1710057153957.jpg,42.76213741,67.87349224,72.95662975,2024031035
1710057483512.jpg,70.72853374,101.3790483,86.56748009,2024031037
1710057971806.jpg,75.21907902,97.70580196,76.02423573,
1710058655615.jpg,69.80908203,94.84487629,72.40664387,
1710058665945.jpg,72.59161663,83.09862518,70.59281635,2024031042
1710059282574.jpg,85.01748657,108.6479807,92.83382416,2024031043
1710059562126.jpg,76.61659527,100.867363,86.05581379,
1710059624090.jpg,88.00735855,114.1566515,89.39608288,2024031044
1710059885216.jpg,81.44118786,100.2905035,84.86702824,2024031045
1710059942626.jpg,72.65791798,122.0165892,108.6452217,2024031046
1710060436567.jpg,56.69736767,79.79824829,92.15490627,2024031048
1710060517901.jpg,57.66319847,89.08298397,82.16890049,
1710060921293.jpg,91.12956429,116.9836617,97.29632187,2024031050
1710061245040.jpg,77.74228382,92.36123371,73.06498241,2024031055
1710061514017.jpg,70.56669712,77.37397385,68.03099728,2024031051
1710061823667.jpg,77.93249512,90.41392517,79.09952259,2024031052
1710062255593.jpg,66.73557281,81.83786488,69.3641367,
1710062259562.jpg,66.51480961,105.0931664,80.25067425,
1710062515635.jpg,96.16095352,156.3018732,160.5426617,2024031028
1710063004041.jpg,68.34153557,107.1266479,103.9726963,2024031040
1710063006090.jpg,85.78153706,135.8380423,135.1142769,
1710063308960.jpg,102.0600863,119.0456038,112.8273449,2024031057
1710067337995.jpg,56.58767986,88.26575947,77.77528191,2024031058
1710067460265.jpg,74.26811695,109.2730093,105.8395081,2024031059
1710067873491.jpg,127.1965179,140.7133322,144.5199099,2024031060
1710068185746.jpg,53.79995155,80.70175362,78.93634129,2024031061
1710068422246.jpg,46.75251102,77.30202961,81.43270302,
1710068963458.jpg,131.3915329,146.2158241,155.02003,2024031063
1710069161273.jpg,56.19363689,104.8745098,113.0037613,2024031064
1710069402833.jpg,47.99064922,73.85376167,73.29499722,
1710069889921.jpg,38.40339661,60.49612904,55.93645096,2024031066
1710070161211.jpg,60.88979244,84.59028053,98.80214119,2024031067
1710070273176.jpg,76.90512657,112.4153252,109.5640345,2024031068
1710070547953.jpg,61.82965088,81.45754051,82.27769375,2024031069
1710071134057.jpg,50.26782036,77.46077061,73.09732437,
1710071283324.jpg,63.40630627,110.9839191,109.27493,2024031070
1710071327330.jpg,71.33898449,106.3821907,92.39857864,2024031071
1710071590950.jpg,70.79855156,103.917141,103.1030846,2024031073
1710071674660.jpg,41.95994377,73.21167374,77.33059216,
1710072050345.jpg,49.21318245,76.68424606,77.1187849,
1710072063417.jpg,50.46458435,79.90243816,92.79400349,2024031075
1710072267001.jpg,74.4477129,98.55259418,97.98008823,2024031077
