Image Name,Average left fingernail R,Average left fingernail G,Average left fingernail B,Blood Sample ID
1709638498583.jpg,138.3634615,169.3217564,162.7814779,2024030549
1709639511479.jpg,195.0171061,198.4181147,184.322423,2024030550
1709639751057.jpg,126.3637772,152.3573208,152.8233433,2024030551
1709639873640.jpg,65.79341602,88.44955063,69.74659252,2024030552
1709640672988.jpg,187.5065784,188.0828867,189.1805525,2024030554
1709640814596.jpg,121.0541019,164.6036673,159.9864473,202403054
1709641831186.jpg,172.697978,175.3945408,159.5628824,2024030557
1709642301487.jpg,181.972456,172.8605833,174.9791374,2024030559
1709642585463.jpg,112.9883299,143.9289513,145.3519173,2024030560
1709642606894.jpg,178.2656927,184.2057953,171.5753174,
1709643223269.jpg,180.3137274,180.472311,177.6258631,
1709643611377.jpg,125.5812912,154.7077808,160.402338,2024030565
1709643657359.jpg,33.59118271,47.33389568,38.29398537,2024030564
1709643935880.jpg,164.7956934,160.4703083,153.5908117,2024030566
1709644259209.jpg,101.5933018,146.9613256,145.0434542,2024030567
1709700608837.jpg,77.49494839,84.9759922,45.85606098,202403061
1709700969810.jpg,92.15159798,97.33980751,66.79711246,202403062
1709701306683.jpg,95.91773224,99.65445518,68.36179543,202403063
1709701833976.jpg,118.4891634,129.4796867,113.7869654,202403064
1709702095939.jpg,77.39627457,82.4768219,48.00459671,
1709702257696.jpg,129.7112665,109.2322598,78.58009624,202403065
1709702493138.jpg,96.53521442,104.9774218,81.065485,202403067
1709702630475.jpg,79.81718159,98.32273579,57.7006712,202403068
1709703150788.jpg,95.62759304,106.1163387,74.34337044,2024030611
1709703240375.jpg,90.92914963,102.1329422,59.82647228,202403069
1709703283096.jpg,142.0079002,102.5695429,67.18152523,
1709703684611.jpg,184.7640457,189.5953312,177.9602127,
1709703952761.jpg,94.00183868,102.4602518,69.27323627,2024030613
1709704270363.jpg,90.76032639,101.8686152,63.91641998,2024030614
1709704380402.jpg,108.0390873,123.3331671,92.19200802,2024030615
1709704598601.jpg,137.7326393,113.3512211,87.70534229,2024030616
1709704866382.jpg,85.36830997,108.3244562,73.81193733,
1709705053206.jpg,133.8708181,105.2930498,76.24467945,
1709706123966.jpg,94.93386841,105.337554,69.19855595,2024030619
1709707185300.jpg,106.453352,123.4357185,94.59715939,
1709707315742.jpg,134.8561773,98.98635578,71.21602821,2024030623
1709707581303.jpg,107.6037283,115.6311483,85.81276989,2024030624
1709708006733.jpg,141.8382635,117.0907793,86.30541039,
1709708124104.jpg,81.73540783,99.61407471,65.33388138,2024030627
1709708480819.jpg,127.1256199,100.5629482,70.05786133,2024030626
1709708954360.jpg,202.1255932,210.3473444,197.1956034,2024030629
1709709004664.jpg,90.15896511,101.2025433,70.02977848,2024030630
1709709078581.jpg,101.4327784,107.167675,68.12011433,2024030628
1709709583817.jpg,140.7505417,115.4212198,94.07894993,2024030631
1709709651547.jpg,185.9477711,193.5047894,177.2345324,
1709709989917.jpg,98.35132122,124.8610554,90.88095951,
1709710477103.jpg,187.3455086,194.1139326,174.1072483,2024030636
1709710887639.jpg,131.1445837,125.3531389,107.6348763,2024030634
1709711062255.jpg,198.4536428,194.562501,176.2166176,2024030638
1709711126633.jpg,125.1141644,107.6261644,76.17567348,2024030637
1709711360560.jpg,108.223093,115.5064068,90.05427742,
1709712019670.jpg,107.0950308,142.3609991,119.504981,2024030639
1709712019764.jpg,178.1650801,192.6183538,181.1001587,
1709712411955.jpg,93.28575134,101.8462811,63.1248827,2024030641
1709712430682.jpg,131.8353167,109.6813984,77.98416805,
1709712839498.jpg,192.6994028,197.8465242,178.4306164,2024030644
1709713060154.jpg,161.4050159,189.6267872,179.2257566,2024030645
1709713570979.jpg,93.28729534,108.2412729,73.59214115,2024030647
1709713797339.jpg,126.3136854,119.5923853,91.33961296,2024030648
1709713837342.jpg,101.6913719,120.6879835,99.52613831,2024030650
1709713860813.jpg,183.4200859,189.9267607,169.3998985,2024030649
1709714593685.jpg,171.7022238,194.1421528,175.4745197,2024030651
1709714685954.jpg,104.2007065,111.168232,83.91001892,
1709714946319.jpg,143.2143898,107.1881676,82.13616467,
1709715030427.jpg,88.18383217,114.3104897,93.15261555,
1709715398988.jpg,126.381711,151.0530453,132.6825533,2024030655
1709715777537.jpg,93.12539673,106.4862394,75.60274982,2024030656
1709719851174.jpg,74.90371799,85.53708649,61.10904694,2024030657
1709720104665.jpg,129.7820549,115.4050531,92.95796013,2024030652
1709720151518.jpg,110.2145128,121.4064798,93.22688961,2024030658
1709720612250.jpg,85.33077812,88.69702816,72.60388947,2024030659
1709721122374.jpg,93.13630104,110.1555634,78.47084713,2024030661
1709721385658.jpg,188.2966948,195.1186962,177.0432901,
1709721513324.jpg,137.7841177,103.9902372,88.14375305,2024030662
1709721608499.jpg,97.23914814,126.2949457,104.9600382,
1709722046690.jpg,101.0169163,126.6111116,106.6268444,2024030668
1709722070671.jpg,77.29566956,96.74930286,65.59961796,
1709722744305.jpg,118.8923359,119.9880381,90.55454254,2024030670
1709722817636.jpg,126.2284136,102.7482128,83.38194942,2024030669
1709723183776.jpg,88.33629513,109.5372696,84.17963123,
1709723746108.jpg,183.4733305,193.9441824,176.0039349,2024030672
1709723853317.jpg,67.99881554,88.6224041,69.07649708,2024030673
1709724378312.jpg,96.58737087,112.2266788,78.70157528,2024030675
1709724380428.jpg,75.030303,104.560463,72.10934353,2024030674
1709725036374.jpg,103.941349,124.4015408,88.44145107,2024030676
1709725445302.jpg,94.42902374,120.4172611,89.85413456,2024030678
1709725822505.jpg,108.0038261,93.31161404,68.0924387,2024030677
1709725910566.jpg,81.13908482,105.2929688,85.99508858,2024030680
1709726159595.jpg,175.6865253,192.1820612,179.0660934,2024030679
1709726290735.jpg,75.42582512,101.9783144,69.93900108,2024030681
1709726665451.jpg,71.27408695,91.99157143,60.02628517,2024030682
1709788471991.jpg,85.16785622,100.610446,73.4474144,202403071
1709788778933.jpg,98.3153677,117.0961504,100.4901047,202403073
1709789064020.jpg,83.50781441,88.38818455,64.45134258,202403074
1709789220121.jpg,87.74197006,124.3732405,106.9331484,202403075
1709789397199.jpg,91.50956726,111.9363527,81.9526968,202403076
1709789554019.jpg,73.20747757,89.46726322,85.01280308,202403077
1709790087955.jpg,95.93650723,107.3948317,91.08663845,
1709790192939.jpg,94.92302227,111.3242025,88.03505325,2024030710
1709790236891.jpg,85.97993946,100.9044895,75.00484562,202403078
1709790467613.jpg,88.09859848,97.60893059,83.00347519,2024030711
1709790721775.jpg,86.09066105,96.83205891,79.32623482,2024030716
1709790890076.jpg,111.4524736,127.374218,102.8293486,
1709791073404.jpg,101.8447332,122.2240105,108.1441908,2024030713
1709791435853.jpg,90.08011532,95.31143093,82.72743225,2024030714
1709791484260.jpg,72.27483273,88.335742,74.18839073,
1709791692132.jpg,91.53454685,107.2506132,90.25103283,
1709792043928.jpg,83.72939968,94.03261185,75.4790411,2024030719
1709792067964.jpg,78.75104618,97.75254345,76.30065632,2024030718
1709792674786.jpg,88.15301418,95.90520382,88.94279957,2024030721
1709792731685.jpg,99.02375221,114.328702,100.0763655,2024030720
1709793046276.jpg,103.1104298,115.3401003,94.84309578,2024030722
1709793102892.jpg,87.95489883,101.8882494,80.79062271,2024030724
1709793340825.jpg,86.45516491,92.21610641,68.88884258,2024030723
1709793694932.jpg,111.8584957,130.7426291,109.6318398,
1709793819230.jpg,96.44051838,112.7297773,95.83302879,2024030726
1709794359970.jpg,87.99361134,101.9814024,76.70683098,2024030729
1709794403490.jpg,123.6113729,143.7382851,114.7688265,2024030727
1709794449558.jpg,87.01931381,91.10998344,75.32231236,2024030728
1709794908552.jpg,88.77145672,88.05988121,70.81136513,2024030731
1709794963668.jpg,84.9575491,100.5245304,94.90190506,2024030730
1709795241137.jpg,102.5429201,115.0167398,98.50877285,2024030734
1709795258332.jpg,92.25372505,92.81737804,76.83313847,2024030733
1709795608744.jpg,65.60142517,91.44006729,71.83527565,2024030735
1709795974070.jpg,100.0113764,114.2239466,98.62935257,
1709796285297.jpg,98.50642872,107.3937321,91.23832321,
1709796378659.jpg,90.4916048,103.5221987,98.71230793,2024030737
1709796637824.jpg,118.3641815,127.3005152,117.8394499,2024030739
1709796797790.jpg,77.63855076,100.5311108,63.65154648,2024030740
1709797142506.jpg,105.8019381,115.9941607,98.75782204,2024030741
1709797469185.jpg,90.43222618,87.44241238,78.77037525,2024030742
1709797591034.jpg,114.7038651,131.1889,126.3771582,
1709797788997.jpg,89.90332508,91.58256531,62.89418221,2024030744
1709798169048.jpg,106.7426186,122.4523001,102.2081432,2024030745
1709798531997.jpg,122.0810041,140.2253828,123.6935205,2024030748
1709798698988.jpg,102.5700169,102.8799419,93.55596352,2024030746
1709798699967.jpg,87.60062504,94.93749905,84.68752766,2024030747
1709798955808.jpg,90.53552246,94.66060638,73.94507408,2024030749
1709799429656.jpg,78.19750881,92.36379147,83.78523922,2024030751
1709799542420.jpg,99.19447899,122.6990271,97.21986294,
1709799705087.jpg,104.3333969,106.2172937,84.25817776,2024030752
1709799776450.jpg,105.7609854,115.2585773,112.3077965,2024030750
1709799929557.jpg,105.9984322,122.6970844,93.58196735,2024030754
1709800238764.jpg,92.12239647,110.3433962,88.10092068,2024030755
1709800587303.jpg,120.6098185,131.9068909,117.8543196,2024030756
1709800633038.jpg,91.36101246,102.2511883,87.70000839,2024030758
1709800874512.jpg,80.76719284,81.54006577,80.51255894,2024030757
1709800969855.jpg,106.4303799,123.7668209,105.0458326,2024030759
1709801279634.jpg,118.4746408,130.081769,112.9961147,2024030760
1709801445186.jpg,93.31315708,126.54743,89.80301285,2024030761
1709801612281.jpg,105.8513327,118.7196493,92.64761353,2024030762
1709805962118.jpg,88.12613583,102.8322964,78.66419792,
1709806113021.jpg,94.23451042,109.1094761,98.32862663,
1709806531720.jpg,83.22576904,97.63003445,75.93148518,2024030765
1709806816173.jpg,96.72813416,94.3667345,72.88406849,2024030766
1709807199511.jpg,99.95971584,104.6767035,99.90560341,2024030767
1709808136831.jpg,146.9620142,155.5732441,150.39431,2024030768
1709808323570.jpg,107.7776299,120.9026995,98.03755665,2024030769
1709808492113.jpg,63.98553276,80.88820362,71.78546047,2024030770
1709808904373.jpg,103.3657494,111.1429348,101.3405008,2024030771
1709809070761.jpg,114.5597162,127.1991119,117.3802376,2024030772
1709809106678.jpg,88.20554447,101.3726492,80.00065994,2024030773
1709809461785.jpg,90.92721272,100.3657894,87.55399132,2024030775
1709809580051.jpg,88.39731503,109.651866,85.25458336,2024030774
1709809851707.jpg,92.02659893,102.3920736,74.64796543,2024030776
1709810051762.jpg,77.44026661,89.27585983,61.55624104,2024030777
1709810539201.jpg,69.73008347,84.14450169,74.06754208,2024030779
1709810573084.jpg,77.79065418,92.23377991,86.49103832,2024030778
1709810631179.jpg,119.3503275,133.06007,108.6701794,2024030780
1709873352978.jpg,95.74268818,99.89820385,78.3856039,202403081
1709873587358.jpg,97.14582729,112.2512112,87.87195015,202403082
1709873961592.jpg,82.42558575,95.86118698,72.24462128,202403083
1709874299143.jpg,83.71344185,96.12389755,59.85216522,202403085
1709874478533.jpg,91.19547558,92.05748463,66.53490448,202403084
1709874673072.jpg,103.90446,110.4917002,95.29108524,
1709874867116.jpg,104.8098259,115.0506134,89.51486969,202403087
1709875144329.jpg,115.3028278,117.0500183,105.1012526,202403088
1709875511464.jpg,91.66535568,87.78481293,67.87985992,
1709875543528.jpg,82.92948723,88.62329388,48.63332272,
1709875840830.jpg,86.40461349,87.933671,81.6819725,
1709875973637.jpg,106.9672403,112.1679926,84.78439331,2024030812
1709876343079.jpg,90.26625633,96.52840233,70.97211266,2024030813
1709876539750.jpg,92.56848145,111.0710936,94.44829082,2024030814
1709876853287.jpg,114.9504757,126.0966082,108.6672144,
1709877017515.jpg,93.63738441,101.5598068,70.78444862,2024030816
1709877205442.jpg,96.06713581,97.0453825,79.93658161,2024030817
1709877378304.jpg,119.8824291,112.940465,97.54302883,2024030818
1709877587863.jpg,81.51358032,92.25173283,57.36260509,2024030819
1709878069225.jpg,99.5131464,106.216547,78.36755466,2024030820
1709878621962.jpg,90.34890175,101.8989477,80.89853573,
1709878710280.jpg,99.4418869,103.3140621,79.31271076,2024030823
1709879364107.jpg,83.94097519,107.1425171,86.22636795,2024030825
1709879384103.jpg,121.5126886,132.2698126,112.1246462,2024030826
1709879576314.jpg,113.4086466,119.3948135,102.0639257,2024030827
1709879887317.jpg,82.71827412,97.99631214,87.17897987,
1709879949874.jpg,118.7878189,114.0362072,101.6170845,2024030829
1709880220362.jpg,93.08143806,102.9797907,71.77856159,2024030830
1709880422082.jpg,83.89287472,98.18252563,66.29836941,2024030831
1709880827833.jpg,95.46643448,98.30470371,90.19318771,2024030832
1709880996765.jpg,87.6078558,101.8316326,68.73247147,2024030833
1709881026116.jpg,106.7895918,106.0620365,97.60464001,2024030834
1709881429600.jpg,103.2608557,92.74380398,78.38382816,
1709881751250.jpg,111.4416122,120.6757002,89.99036121,2024030836
1709881794805.jpg,103.3696413,119.4321756,95.4052763,2024030837
1709882130477.jpg,70.37319756,59.07022762,53.23947906,2024030838
1709882515917.jpg,101.170866,120.6824312,101.5784607,2024030839
1709882685381.jpg,93.09865093,98.95733261,71.93479729,2024030840
1709883031682.jpg,100.2796583,104.4921322,76.71908474,2024030842
1709883432931.jpg,107.0395899,115.4966497,94.29087162,2024030845
1709883436886.jpg,109.1709604,120.1989241,97.14804459,2024030844
1709883657063.jpg,87.96600246,108.0761156,73.53310871,2024030843
1709883967923.jpg,110.5515385,109.3140316,94.80714226,2024030846
1709884140130.jpg,97.65409374,98.69387341,71.86519051,2024030847
1709884397320.jpg,81.86436367,92.37171078,72.77404881,2024030848
1709885077188.jpg,100.9471664,107.050725,88.39831066,2024030849
1709885139710.jpg,93.69214821,101.1842175,70.95865917,2024030851
1709885614956.jpg,106.3474579,101.2026043,87.38477135,2024030852
1709885661913.jpg,93.97004795,94.93419456,73.0056591,2024030850
1709885861220.jpg,103.3811712,117.4207945,92.3942318,2024030853
1709885933832.jpg,88.36489964,97.75599194,61.46138859,2024030854
1709886270387.jpg,114.7785616,118.2299671,97.1300621,
1709886589442.jpg,87.2852087,97.0090313,57.31554604,2024030857
1709886715436.jpg,97.64756489,113.1228933,91.64492416,2024030856
1709886841766.jpg,94.37859917,104.1460037,79.01986885,
1709887242008.jpg,127.5672226,147.0914717,129.2260361,2024030859
1709887498830.jpg,103.5824137,93.99656296,86.5787077,2024030860
1709887909231.jpg,80.06827259,95.00006771,62.17791271,2024030861
1709891852370.jpg,80.53971577,86.01049805,55.94898891,2024030862
1709891975084.jpg,108.7565002,93.67349339,89.18247604,2024030863
1709892429194.jpg,101.2375755,115.5123672,104.7711563,
1709892702715.jpg,118.034565,122.8263206,104.7127733,2024030865
1709894014773.jpg,99.84864712,107.7621202,88.59053898,2024030866
1709894243695.jpg,108.7507801,117.2590179,99.80961895,2024030867
1709894776563.jpg,91.30458355,113.9889145,76.9111414,2024030868
1709894992522.jpg,103.7782784,111.4044704,85.08299828,2024030869
1709895658956.jpg,106.9540825,109.6556969,80.02142334,2024030871
1709895756640.jpg,119.7733917,125.9089746,110.1079817,2024030872
1709964210607.jpg,74.71575451,83.12212753,60.74369335,202403091
1709964424315.jpg,89.74935246,94.71338749,81.27043152,202403092
1709964841393.jpg,99.28367996,109.3219128,98.45025539,202403093
1709964955792.jpg,90.29292965,96.3292141,80.07063198,202403094
1709965246907.jpg,106.6912279,117.5289297,107.4593821,202403095
1709965608289.jpg,87.70764446,92.02984333,79.28408241,
1709965841487.jpg,106.7487469,111.950078,102.8964024,
1709966194427.jpg,114.6952772,119.4143677,109.0178308,202403098
1709966258639.jpg,72.75029755,82.2902565,59.96935844,202403099
1709966650221.jpg,85.19349575,85.35976124,70.95901489,2024030910
1709967014147.jpg,71.49479866,87.7256403,65.39685154,
1709967208745.jpg,104.7261448,111.4696035,98.73990726,2024030912
1709967554661.jpg,74.41819191,85.81189251,72.48812199,
1709967726700.jpg,92.48084354,98.70056248,80.59431934,2024030914
1709968067483.jpg,111.3631821,115.2308226,106.9834242,2024030915
1709968242037.jpg,83.80328941,93.10001945,72.45285416,2024030916
1709968585181.jpg,106.6166019,126.3429413,116.7775564,2024030917
1709968905586.jpg,93.93820953,104.618782,85.43991184,2024030918
1709969268312.jpg,80.44854069,96.72929192,89.16228104,
1709969564572.jpg,82.35791302,91.96669579,73.12411785,2024030920
1709969786670.jpg,88.81599617,97.66938019,91.49570656,
1709970169165.jpg,80.85555553,84.01310158,65.2997179,2024030922
1709970323732.jpg,94.77159214,106.494031,95.83420467,2024030923
1709970795668.jpg,96.0538969,102.181776,86.74105167,2024030924
1709970883615.jpg,82.08019829,90.65682125,86.05937099,2024030925
1709971358855.jpg,102.8834095,111.0498991,98.48273277,2024030926
1709971407491.jpg,89.63494873,93.80654144,84.10846043,2024030927
1709971952595.jpg,75.6177454,87.30909538,61.95427799,2024030928
1709972045518.jpg,83.22778511,108.4033461,95.94979763,2024030929
1709972626841.jpg,140.4674406,134.7982407,128.1752844,2024030930
1709972649947.jpg,101.4688501,106.7725992,90.29902649,2024030931
1709973217408.jpg,83.84695148,92.04806995,85.99206543,2024030932
1709973222097.jpg,90.46488285,103.6900091,85.07195568,
1709973479591.jpg,91.01963425,98.20396423,82.62308216,2024030935
1709973628003.jpg,93.749156,104.1477022,98.19420147,
1709973775109.jpg,86.0902338,92.87270069,77.83893108,2024030936
1709974038478.jpg,109.8145552,119.7005148,106.8049622,2024030937
1709974138595.jpg,111.4545956,119.2547827,114.1181154,2024030938
1709974433089.jpg,98.73466969,111.9687967,98.07531071,2024030939
1709974909426.jpg,83.68217468,99.74221802,99.59204006,2024030940
1709975176349.jpg,68.02894211,86.2736187,73.3854599,2024030942
1709975393668.jpg,75.20806408,95.03384972,78.38199997,2024030943
1709975588689.jpg,120.9911928,123.3979816,117.2804985,
1709976057967.jpg,89.27445793,102.8033438,96.6431303,2024030946
1709976085110.jpg,128.5181007,128.3421955,121.268219,2024030945
1709976177740.jpg,78.49078751,90.75034428,68.60814381,
1709976526449.jpg,81.03770924,93.38396835,82.21736908,2024030948
1709976898113.jpg,94.75108242,108.8800278,94.89977932,2024030949
1709977104277.jpg,80.06018448,86.97744083,73.03162479,2024030952
1709977220002.jpg,82.22990894,107.3351316,100.1511097,2024030953
1709980557018.jpg,84.11203003,90.01572704,76.15655041,2024030955
1709980637068.jpg,95.61866379,104.7119246,98.10932159,
1709980931013.jpg,62.94288731,80.68344212,62.87624073,2024030956
1709981091264.jpg,105.6337309,129.7126188,118.5212507,2024030957
1709981138249.jpg,79.94952297,89.47410679,80.62760544,2024030958
1709981638366.jpg,89.68568707,91.45930195,79.43337631,
1709981846153.jpg,63.63427162,75.19770527,51.34135532,
1709982350609.jpg,90.90315247,106.553896,89.95013237,
1709982382743.jpg,73.64894581,83.55763149,70.27453327,2024030961
1709983254011.jpg,92.57285118,100.7524195,86.73957443,
1709983268567.jpg,81.02541447,97.92472744,79.65847015,2024030965
1709983795490.jpg,84.80953407,97.38289261,84.23025322,2024030968
1709983817849.jpg,91.01593018,101.6464682,89.80224895,2024030966
1709983820653.jpg,96.75126457,97.23985863,79.2267313,2024030967
1709984408961.jpg,92.26467037,103.6702614,90.45652866,
1709984744273.jpg,95.62678623,102.7197132,90.06214809,2024030971
1709985049024.jpg,94.57713318,98.84451199,85.8698101,2024030972
1709985286936.jpg,58.13436794,75.9856472,50.34109116,2024030973
1709985500360.jpg,84.35007858,92.63451481,65.68737602,2024030975
1709985752189.jpg,72.86040974,79.27505112,66.7218523,2024030974
1709986250810.jpg,90.67791939,104.0504742,83.1102457,2024030976
1709986448786.jpg,119.33743,118.8244343,107.6493568,2024030977
1709986709605.jpg,88.19138241,99.86049652,88.85664463,2024030978
1710047473602.jpg,95.93186378,99.53169632,68.89089108,
1710047743941.jpg,81.86352158,106.7107105,76.69758797,
1710048243216.jpg,110.7839975,122.1664801,96.77888775,
1710048577206.jpg,90.55856705,109.7988892,76.48599243,202403103
1710048771808.jpg,101.583416,102.6247711,74.13999462,202403105
1710049132064.jpg,117.4140453,123.5569057,103.7833757,
1710049492533.jpg,98.61975479,100.4728785,62.02179146,202403107
1710049678612.jpg,101.6949015,90.62688446,53.31740761,
1710049943022.jpg,107.8998709,122.5279284,93.41538906,202403109
1710050094455.jpg,115.775672,105.3987198,72.9101429,2024031010
1710050477408.jpg,118.8613348,102.9907818,58.87770557,2024031011
1710050666045.jpg,112.568594,127.6780005,97.16408253,2024031012
1710050874697.jpg,111.4126377,118.6300983,87.57194138,
1710051077534.jpg,95.01917553,100.3148422,68.3349123,2024031014
1710051331079.jpg,107.4402952,106.2842693,71.56689358,
1710051441163.jpg,107.9124002,102.7890034,67.58205986,2024031016
1710051898647.jpg,116.6476641,112.0239429,84.24958801,2024031017
1710052133482.jpg,95.12686062,109.1630211,69.25922585,2024031018
1710052450333.jpg,103.3723755,93.80804062,61.70331192,2024031019
1710052503518.jpg,122.6554651,123.1114941,90.42635822,2024031020
1710053202487.jpg,104.8635092,113.6195822,77.68476105,
1710053402617.jpg,77.42562485,94.88779736,62.3589735,
1710053733263.jpg,121.4000654,108.4033537,73.96009159,2024031023
1710054006521.jpg,104.9527969,99.9610405,74.53513813,2024031024
1710054561065.jpg,111.2014513,100.1710529,64.29891491,
1710054876471.jpg,106.0420027,117.3966475,92.3257513,
1710055391815.jpg,89.17734432,87.02493,52.00673294,2024031030
1710055429705.jpg,143.0372829,139.1326914,116.0348015,2024031029
1710055986310.jpg,121.2630348,128.1752834,98.16458893,2024031032
1710056080256.jpg,91.77332973,128.033349,104.924655,2024031031
1710056515404.jpg,110.1684542,113.7070436,86.76195526,2024031033
1710056672914.jpg,89.94099617,114.8195505,86.96665668,2024031034
1710057157154.jpg,102.5337944,101.156147,68.00859261,2024031035
1710057548679.jpg,89.17673397,94.82764816,66.49546337,2024031037
1710058007420.jpg,111.2462759,117.537776,86.51770496,
1710058727411.jpg,92.28266239,112.7277241,70.08319569,2024031042
1710058735848.jpg,86.36819744,108.5544462,77.6548481,
1710059285833.jpg,133.3444281,126.633482,100.4811878,2024031043
1710059629258.jpg,101.05408,116.3804131,85.03318691,
1710059714235.jpg,91.95248985,111.3281021,82.11832333,2024031044
1710059888086.jpg,106.9356174,116.4390488,89.72168159,2024031045
1710060009007.jpg,119.0641985,114.6652298,89.48020172,2024031046
1710060438966.jpg,114.0683041,128.3462915,100.2269859,2024031048
1710060557585.jpg,107.5371809,115.6266699,84.64945602,
1710060993797.jpg,109.9101696,119.539957,91.54054356,2024031050
1710061250684.jpg,109.0369968,96.96094322,64.37876415,2024031055
1710061561585.jpg,81.05909348,102.8180971,74.78092098,2024031051
1710061826871.jpg,120.0143633,98.69859219,77.90308475,2024031052
1710062292705.jpg,79.05987644,99.34710789,62.49491405,
1710062305495.jpg,81.82073212,79.76000214,46.01022434,
1710062518936.jpg,156.6784916,187.0528965,160.0574369,2024031028
1710063024089.jpg,99.24869537,113.3349838,87.92770576,2024031040
1710063031511.jpg,105.4325094,157.7131882,142.3250446,
1710063385412.jpg,136.5180845,125.2824936,100.6276655,2024031057
1710067423479.jpg,78.39520168,91.42683315,68.42591858,2024031058
1710067533167.jpg,117.8932581,132.4173241,118.7987976,2024031059
1710067876602.jpg,190.996316,200.5178118,195.0869446,2024031060
1710068232361.jpg,104.078948,105.0468044,89.49367142,2024031061
1710068458480.jpg,83.17741776,96.16512871,76.4030695,
1710068970570.jpg,206.7298651,212.5439987,211.6381989,2024031063
1710069166142.jpg,111.1280947,118.5022917,98.38845348,2024031064
1710069417646.jpg,72.23489189,87.84226799,67.98056507,
1710069925644.jpg,69.92741776,90.25013447,76.87445641,2024031066
1710070183352.jpg,95.67098427,99.26777744,65.71863174,2024031067
1710070327031.jpg,119.1393862,117.2837524,94.00673962,2024031068
1710070595760.jpg,90.98995209,100.7274246,90.13712978,2024031069
1710071166146.jpg,77.88914967,105.7172852,68.42860985,
1710071292840.jpg,92.19864368,100.2938328,74.37322998,2024031070
1710071331522.jpg,106.2190075,114.6272163,87.67261982,2024031071
1710071609736.jpg,80.24080372,95.31181908,58.79067326,2024031073
1710071678073.jpg,78.33738422,93.57948875,68.33734131,
1710072068759.jpg,83.36136913,106.3070192,74.42823315,
1710072072058.jpg,109.1200514,126.4531698,109.5085583,2024031075
1710072311550.jpg,109.0882654,121.1355543,101.7345448,2024031077
